Artikelnummer	Kurzbez.	Lagerware	Warengruppe	Warenuntergruppe	Langtext	Artikelhinweis	Abmessungen	Sockel	Lichtfarbe	Leistung	Lichtstrom	CRI	Anzahl LEDs	LED Typ	Abstrahlwinkel	Optik	Gehäuse	Farbe	Gewicht	Eingangsspannung	Powerfaktor	Schutzart	Betriebstemperatur	Luftfeuchtigkeit	Lifetime	Garantie	Zertifikate
16241	DLSM-200-CLL040-850-F		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-850-F     LED Downlight SMART 200 CLL040 5000K Ra85 weiss Flood Beam		Ø200, ØDA188, ET100		5000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16242	DLSM-160-CLL040-827-W		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-827-W     LED Downlight SMART 160 CLL040 2700K Ra85 weiss Wide Beam		Ø160, ØDA148, ET100		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16243	DLSM-160-CLL040-927-W		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-927-W     LED Downlight SMART 160 CLL040 2700K Ra93 weiss Wide Beam		Ø160, ØDA148, ET100		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16244	DLSM-160-CLL040-830-W		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-830-W     LED Downlight SMART 160 CLL040 3000K Ra85 weiss Wide Beam		Ø160, ØDA148, ET100		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16245	DLSM-160-CLL040-930-W		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-930-W     LED Downlight SMART 160 CLL040 3000K Ra93 weiss Wide Beam		Ø160, ØDA148, ET100		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16246	DLSM-160-CLL040-840-W		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-840-W     LED Downlight SMART 160 CLL040 4000K Ra85 weiss Wide Beam		Ø160, ØDA148, ET100		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16247	DLSM-160-CLL040-940-W		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-940-W     LED Downlight SMART 160 CLL040 4000K Ra93 weiss Wide Beam		Ø160, ØDA148, ET100		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16248	DLSM-160-CLL040-850-W		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-850-W     LED Downlight SMART 160 CLL040 5000K Ra85 weiss Wide Beam		Ø160, ØDA148, ET100		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16249	DLSM-200-CLL040-827-W		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-827-W     LED Downlight SMART 200 CLL040 2700K Ra85 weiss Wide Beam		Ø200, ØDA188, ET100		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16250	DLSM-200-CLL040-927-W		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-927-W     LED Downlight SMART 200 CLL040 2700K Ra93 weiss Wide Beam		Ø200, ØDA188, ET100		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16251	DLSM-200-CLL040-830-W		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-830-W     LED Downlight SMART 200 CLL040 3000K Ra85 weiss Wide Beam		Ø200, ØDA188, ET100		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16252	DLSM-200-CLL040-930-W		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-930-W     LED Downlight SMART 200 CLL040 3000K Ra93 weiss Wide Beam		Ø200, ØDA188, ET100		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16253	DLSM-200-CLL040-840-W		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-840-W     LED Downlight SMART 200 CLL040 4000K Ra85 weiss Wide Beam		Ø200, ØDA188, ET100		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16254	DLSM-200-CLL040-940-W		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-940-W     LED Downlight SMART 200 CLL040 4000K Ra93 weiss Wide Beam		Ø200, ØDA188, ET100		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16255	DLSM-200-CLL040-850-W		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-850-W     LED Downlight SMART 200 CLL040 5000K Ra85 weiss Wide Beam		Ø200, ØDA188, ET100		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16301	DLEX-152-CLL040-827-M		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-827-M     LED Downlight EXTRA 152 CLL040 2700K Ra85 weiss Medium Beam		Ø152, ØDA143, ET126		2700K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16302	DLEX-152-CLL040-827-F		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-827-F     LED Downlight EXTRA 152 CLL040 2700K Ra85 weiss Flood Beam		Ø152, ØDA143, ET126		2700K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16304	DLEX-152-CLL040-927-M		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-927-M     LED Downlight EXTRA 152 CLL040 2700K Ra93 weiss Medium Beam		Ø152, ØDA143, ET126		2700K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16305	DLEX-152-CLL040-927-F		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-927-F     LED Downlight EXTRA 152 CLL040 2700K Ra93 weiss Flood Beam		Ø152, ØDA143, ET126		2700K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16307	DLEX-152-CLL040-830-M		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-830-M     LED Downlight EXTRA 152 CLL040 3000K Ra85 weiss Medium Beam		Ø152, ØDA143, ET126		3000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16308	DLEX-152-CLL040-830-F		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-830-F     LED Downlight EXTRA 152 CLL040 3000K Ra85 weiss Flood Beam		Ø152, ØDA143, ET126		3000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16310	DLEX-152-CLL040-930-M		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-930-M     LED Downlight EXTRA 152 CLL040 3000K Ra93 weiss Medium Beam		Ø152, ØDA143, ET126		3000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16311	DLEX-152-CLL040-930-F		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-930-F     LED Downlight EXTRA 152 CLL040 3000K Ra93 weiss Flood Beam		Ø152, ØDA143, ET126		3000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16313	DLEX-152-CLL040-840-M		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-840-M     LED Downlight EXTRA 152 CLL040 4000K Ra85 weiss Medium Beam		Ø152, ØDA143, ET126		4000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16314	DLEX-152-CLL040-840-F		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-840-F     LED Downlight EXTRA 152 CLL040 4000K Ra85 weiss Flood Beam		Ø152, ØDA143, ET126		4000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16316	DLEX-152-CLL040-940-M		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-940-M     LED Downlight EXTRA 152 CLL040 4000K Ra93 weiss Medium Beam		Ø152, ØDA143, ET126		4000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16317	DLEX-152-CLL040-940-F		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-940-F     LED Downlight EXTRA 152 CLL040 4000K Ra93 weiss Flood Beam		Ø152, ØDA143, ET126		4000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16319	DLEX-152-CLL040-850-M		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-850-M     LED Downlight EXTRA 152 CLL040 5000K Ra85 weiss Medium Beam		Ø152, ØDA143, ET126		5000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16320	DLEX-152-CLL040-850-F		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-850-F     LED Downlight EXTRA 152 CLL040 5000K Ra85 weiss Flood Beam		Ø152, ØDA143, ET126		5000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16322	DLEX-186-CLL040-827-M		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-827-M     LED Downlight EXTRA 186 CLL040 2700K Ra85 weiss Medium Beam		Ø186, ØDA176, ET152		2700K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16323	DLEX-186-CLL040-827-F		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-827-F     LED Downlight EXTRA 186 CLL040 2700K Ra85 weiss Flood Beam		Ø186, ØDA176, ET152		2700K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16325	DLEX-186-CLL040-927-M		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-927-M     LED Downlight EXTRA 186 CLL040 2700K Ra93 weiss Medium Beam		Ø186, ØDA176, ET152		2700K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16326	DLEX-186-CLL040-927-F		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-927-F     LED Downlight EXTRA 186 CLL040 2700K Ra93 weiss Flood Beam		Ø186, ØDA176, ET152		2700K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16328	DLEX-186-CLL040-830-M		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-830-M     LED Downlight EXTRA 186 CLL040 3000K Ra85 weiss Medium Beam		Ø186, ØDA176, ET152		3000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16329	DLEX-186-CLL040-830-F		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-830-F     LED Downlight EXTRA 186 CLL040 3000K Ra85 weiss Flood Beam		Ø186, ØDA176, ET152		3000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16331	DLEX-186-CLL040-930-M		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-930-M     LED Downlight EXTRA 186 CLL040 3000K Ra93 weiss Medium Beam		Ø186, ØDA176, ET152		3000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16332	DLEX-186-CLL040-930-F		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-930-F     LED Downlight EXTRA 186 CLL040 3000K Ra93 weiss Flood Beam		Ø186, ØDA176, ET152		3000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16334	DLEX-186-CLL040-840-M		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-840-M     LED Downlight EXTRA 186 CLL040 4000K Ra85 weiss Medium Beam		Ø186, ØDA176, ET152		4000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16335	DLEX-186-CLL040-840-F		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-840-F     LED Downlight EXTRA 186 CLL040 4000K Ra85 weiss Flood Beam		Ø186, ØDA176, ET152		4000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16337	DLEX-186-CLL040-940-M		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-940-M     LED Downlight EXTRA 186 CLL040 4000K Ra93 weiss Medium Beam		Ø186, ØDA176, ET152		4000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16338	DLEX-186-CLL040-940-F		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-940-F     LED Downlight EXTRA 186 CLL040 4000K Ra93 weiss Flood Beam		Ø186, ØDA176, ET152		4000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16340	DLEX-186-CLL040-850-M		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-850-M     LED Downlight EXTRA 186 CLL040 5000K Ra85 weiss Medium Beam		Ø186, ØDA176, ET152		5000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16341	DLEX-186-CLL040-850-F		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-850-F     LED Downlight EXTRA 186 CLL040 5000K Ra85 weiss Flood Beam		Ø186, ØDA176, ET152		5000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16342	DLEX-152-CLL040-827-W		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-827-W     LED Downlight EXTRA 152 CLL040 2700K Ra85 weiss Wide Beam		Ø152, ØDA143, ET126		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16343	DLEX-152-CLL040-927-W		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-927-W     LED Downlight EXTRA 152 CLL040 2700K Ra93 weiss Wide Beam		Ø152, ØDA143, ET126		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16344	DLEX-152-CLL040-830-W		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-830-W     LED Downlight EXTRA 152 CLL040 3000K Ra85 weiss Wide Beam		Ø152, ØDA143, ET126		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16345	DLEX-152-CLL040-930-W		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-930-W     LED Downlight EXTRA 152 CLL040 3000K Ra93 weiss Wide Beam		Ø152, ØDA143, ET126		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16346	DLEX-152-CLL040-840-W		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-840-W     LED Downlight EXTRA 152 CLL040 4000K Ra85 weiss Wide Beam		Ø152, ØDA143, ET126		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16347	DLEX-152-CLL040-940-W		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-940-W     LED Downlight EXTRA 152 CLL040 4000K Ra93 weiss Wide Beam		Ø152, ØDA143, ET126		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16348	DLEX-152-CLL040-850-W		LED Downlights	LED Downlights EXTRA	DLEX-152-CLL040-850-W     LED Downlight EXTRA 152 CLL040 5000K Ra85 weiss Wide Beam		Ø152, ØDA143, ET126		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	750	max. 700 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16349	DLEX-186-CLL040-827-W		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-827-W     LED Downlight EXTRA 186 CLL040 2700K Ra85 weiss Wide Beam		Ø186, ØDA176, ET152		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16350	DLEX-186-CLL040-927-W		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-927-W     LED Downlight EXTRA 186 CLL040 2700K Ra93 weiss Wide Beam		Ø186, ØDA176, ET152		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16351	DLEX-186-CLL040-830-W		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-830-W     LED Downlight EXTRA 186 CLL040 3000K Ra85 weiss Wide Beam		Ø186, ØDA176, ET152		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16352	DLEX-186-CLL040-930-W		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-930-W     LED Downlight EXTRA 186 CLL040 3000K Ra93 weiss Wide Beam		Ø186, ØDA176, ET152		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16353	DLEX-186-CLL040-840-W		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-840-W     LED Downlight EXTRA 186 CLL040 4000K Ra85 weiss Wide Beam		Ø186, ØDA176, ET152		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16354	DLEX-186-CLL040-940-W		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-940-W     LED Downlight EXTRA 186 CLL040 4000K Ra93 weiss Wide Beam		Ø186, ØDA176, ET152		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16355	DLEX-186-CLL040-850-W		LED Downlights	LED Downlights EXTRA	DLEX-186-CLL040-850-W     LED Downlight EXTRA 186 CLL040 5000K Ra85 weiss Wide Beam		Ø186, ØDA176, ET152		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1180	max. 900 mA / 36-40 VDC	0,91	IP40	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16601	DLVA-160-CLL040-827-M		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-827-M     LED Downlight VARIO CLL040 2700K Ra85 weiss Medium Beam		Ø160, ØDA152, ET137		2700K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16602	DLVA-160-CLL040-827-F		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-827-F     LED Downlight VARIO CLL040 2700K Ra85 weiss Flood Beam		Ø160, ØDA152, ET137		2700K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16604	DLVA-160-CLL040-927-M		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-927-M     LED Downlight VARIO CLL040 2700K Ra93 weiss Medium Beam		Ø160, ØDA152, ET137		2700K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16605	DLVA-160-CLL040-927-F		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-927-F     LED Downlight VARIO CLL040 2700K Ra93 weiss Flood Beam		Ø160, ØDA152, ET137		2700K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16607	DLVA-160-CLL040-830-M		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-830-M     LED Downlight VARIO CLL040 3000K Ra85 weiss Medium Beam		Ø160, ØDA152, ET137		3000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16608	DLVA-160-CLL040-830-F		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-830-F     LED Downlight VARIO CLL040 3000K Ra85 weiss Flood Beam		Ø160, ØDA152, ET137		3000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16610	DLVA-160-CLL040-930-M		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-930-M     LED Downlight VARIO CLL040 3000K Ra93 weiss Medium Beam		Ø160, ØDA152, ET137		3000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16611	DLVA-160-CLL040-930-F		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-930-F     LED Downlight VARIO CLL040 3000K Ra93 weiss Flood Beam		Ø160, ØDA152, ET137		3000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16613	DLVA-160-CLL040-840-M		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-840-M     LED Downlight VARIO CLL040 4000K Ra85 weiss Medium Beam		Ø160, ØDA152, ET137		4000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
