Artikelnummer	Kurzbez.	Lagerware	Warengruppe	Warenuntergruppe	Langtext	Artikelhinweis	Abmessungen	Sockel	Lichtfarbe	Leistung	Lichtstrom	CRI	Anzahl LEDs	LED Typ	Abstrahlwinkel	Optik	Gehäuse	Farbe	Gewicht	Eingangsspannung	Powerfaktor	Schutzart	Betriebstemperatur	Luftfeuchtigkeit	Lifetime	Garantie	Zertifikate
11912	LH8-1200S-65A		LED Zubehör	Leuchten für LED Tubes	LH8-1200S-65A   Wannenleuchte, IP65, 1x T8 LED Tube 1200mm G13		1265x88x85															IP65				60 Mon.	
11913	LH8-1200D-65A		LED Zubehör	Leuchten für LED Tubes	LH8-1200D-65A   Wannenleuchte, IP65, 2x T8 LED Tubes 1200mm G13		1265x129x85															IP65				60 Mon.	
11914	LH8-1500S-65A		LED Zubehör	Leuchten für LED Tubes	LH8-1500S-65A   Wannenleuchte, IP65, 1x T8 LED Tube 1500mm G13		1560x98x105															IP65				60 Mon.	
11915	LH8-1500D-65A		LED Zubehör	Leuchten für LED Tubes	LH8-1500D-65A   Wannenleuchte, IP65, 2x T8 LED Tubes 1500mm G13		1560x150x105															IP65				60 Mon.	
11917	LH8-1500S-65B		LED Zubehör	Leuchten für LED Tubes	LH8-1500S-65B   Lichtleiste ohne Abdeckung, IP65, 1x T8 LED Tube 1500mm G13		1534x59x70															IP65				60 Mon.	
11918	LH8-1500D-65B		LED Zubehör	Leuchten für LED Tubes	LH8-1500D-65B   Lichtleiste ohne Abdeckung, IP65, 2x T8 LED Tubes 1500mm G13		1534x86x70															IP65				60 Mon.	
11919	Transporttasche 1650	*	LED Tubes	Zubehör LED Tubes	Transporttasche für LED Leuchteneinsatz, 1650x250x20mm		1650x250x20										Polyester 600D	schwarz								60 Mon.	
13100	SNAP-168168-12-830-OW	*	LED Panel	LED Panel SNAP	SNAP-168168-12-830-OW     LED Panel SNAP 168x168 3000K 12W opal weiss		L168 B168 H14 / DA 155x155		3000K	12	720	80	144	3528		opal	SNAP	weiss	330	Constant DC 0.35A / 28V / 12W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13101	SNAP-168168-12-840-OW	*	LED Panel	LED Panel SNAP	SNAP-168168-12-840-OW     LED Panel SNAP 168x168 4000K 12W opal weiss		L168 B168 H14 / DA 155x155		4000K	12	720	80	144	3528		opal	SNAP	weiss	330	Constant DC 0.35A / 28V / 12W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13102	SNAP-168168-12-860-OW	*	LED Panel	LED Panel SNAP	SNAP-168168-12-860-OW     LED Panel SNAP 168x168 6000K 12W opal weiss		L168 B168 H14 / DA 155x155		6000K	12	800	80	144	3528		opal	SNAP	weiss	330	Constant DC 0.35A / 28V / 12W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13109	SNAP-198198-12-830-OW	*	LED Panel	LED Panel SNAP	SNAP-198198-12-830-OW     LED Panel SNAP 198x198 3000K 12W opal weiss		L198 B198 H14 / DA 185x185		3000K	12	720	80	144	3528		opal	SNAP	weiss	450	Constant DC 0.35A / 28V / 12W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13110	SNAP-198198-12-840-OW	*	LED Panel	LED Panel SNAP	SNAP-198198-12-840-OW     LED Panel SNAP 198x198 4000K 12W opal weiss		L198 B198 H14 / DA 185x185		4000K	12	720	80	144	3528		opal	SNAP	weiss	450	Constant DC 0.35A / 28V / 12W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13111	SNAP-198198-12-860-OW	*	LED Panel	LED Panel SNAP	SNAP-198198-12-860-OW     LED Panel SNAP 198x198 6000K 12W opal weiss		L198 B198 H14 / DA 185x185		6000K	12	800	80	144	3528		opal	SNAP	weiss	450	Constant DC 0.35A / 28V / 12W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13112	SNAP-198618-26-830-OW		LED Panel	LED Panel SNAP	SNAP-198618-26-830-OW     LED Panel SNAP 198x618 3000K 26W opal weiss		L618 B198 H14 / DA 605x185		3000K	26	1850	80	372	3528		opal	SNAP	weiss	1500	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13113	SNAP-198618-26-840-OW		LED Panel	LED Panel SNAP	SNAP-198618-26-840-OW     LED Panel SNAP 198x618 4000K 26W opal weiss		L618 B198 H14 / DA 605x185		4000K	26	1850	80	372	3528		opal	SNAP	weiss	1500	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13114	SNAP-198618-26-860-OW		LED Panel	LED Panel SNAP	SNAP-198618-26-860-OW     LED Panel SNAP 198x618 6000K 26W opal weiss		L618 B198 H14 / DA 605x185		6000K	26	2000	80	372	3528		opal	SNAP	weiss	1500	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13115	SNAP-1981218-45-830-OW		LED Panel	LED Panel SNAP	SNAP-1981218-45-830-OW     LED Panel SNAP 198x1218 3000K 45W opal weiss		L1218 B198 H14 / DA 1205x185		3000K	45	3060	80	600	3528		opal	SNAP	weiss	3000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13116	SNAP-1981218-45-840-OW		LED Panel	LED Panel SNAP	SNAP-1981218-45-840-OW     LED Panel SNAP 198x1218 4000K 45W opal weiss		L1218 B198 H14 / DA 1205x185		4000K	45	3060	80	600	3528		opal	SNAP	weiss	3000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13117	SNAP-1981218-45-860-OW		LED Panel	LED Panel SNAP	SNAP-1981218-45-860-OW     LED Panel SNAP 198x1218 6000K 45W opal weiss		L1218 B198 H14 / DA 1205x185		6000K	45	3300	80	600	3528		opal	SNAP	weiss	3000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13309	SNAP-318618-26-830-OW		LED Panel	LED Panel SNAP	SNAP-318618-26-830-OW     LED Panel SNAP 318x618 3000K 26W opal weiss		L618 B318 H14 / DA 605x305		3000K	26	1900	80	370	3528		opal	SNAP	weiss	2350	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13310	SNAP-318618-26-840-OW		LED Panel	LED Panel SNAP	SNAP-318618-26-840-OW     LED Panel SNAP 318x618 4000K 26W opal weiss		L618 B318 H14 / DA 605x305		4000K	26	2000	80	370	3528		opal	SNAP	weiss	2350	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13311	SNAP-318618-26-860-OW		LED Panel	LED Panel SNAP	SNAP-318618-26-860-OW     LED Panel SNAP 318x618 6000K 26W opal weiss		L618 B318 H14 / DA 605x305		6000K	26	2100	80	370	3528		opal	SNAP	weiss	2350	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13315	SFIO-318318-20-830-OW	*	LED Panel	LED Panel SNAP	SFIO-318318-20-830-OW     LED Panel SNAP Frame-In-One 318x318 3000K 20W opal weiss		L318 B318 H14 / DA 307x307		3000K	20	1450	80	288	3528		opal	SNAP	weiss	1428	Constant DC 0.7A / 28V / 20W		IP54	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13316	SFIO-318318-20-840-OW	*	LED Panel	LED Panel SNAP	SFIO-318318-20-840-OW     LED Panel SNAP Frame-In-One 318x318 4000K 20W opal weiss		L318 B318 H14 / DA 307x307		4000K	20	1600	80	288	3528		opal	SNAP	weiss	1428	Constant DC 0.7A / 28V / 20W		IP54	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13317	SFIO-318318-20-860-OW	*	LED Panel	LED Panel SNAP	SFIO-318318-20-860-OW     LED Panel SNAP Frame-In-One 318x318 6000K 20W opal weiss		L318 B318 H14 / DA 307x307		6000K	20	1600	80	288	3528		opal	SNAP	weiss	1428	Constant DC 0.7A / 28V / 20W		IP54	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13318	SNAP-3061243-45-830-OW	*	LED Panel	LED Panel SNAP	SNAP-3061243-45-830-OW     LED Panel SNAP 306x1243 3000K 45W opal weiss				3000K	45	3060	80	600	3528		opal	SNAP	weiss	5000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13319	SNAP-3061243-45-840-OW	*	LED Panel	LED Panel SNAP	SNAP-3061243-45-840-OW     LED Panel SNAP 306x1243 4000K 45W opal weiss				4000K	45	3060	80	600	3528		opal	SNAP	weiss	5000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13320	SNAP-3061243-45-860-OW	*	LED Panel	LED Panel SNAP	SNAP-3061243-45-860-OW     LED Panel SNAP 306x1243 6000K 45W opal weiss				6000K	45	3300	80	600	3528		opal	SNAP	weiss	5000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13500	SNAP-593593-49-830-OW		LED Panel	LED Panel SNAP	SNAP-593593-49-830-OW     LED Panel SNAP 593x593 3000K 49W opal weiss		L593 B593 H14 / DA 580x580		3000K	49	3800	80	744	3528		opal	SNAP	weiss	4200	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13501	SNAP-593593-49-840-OW		LED Panel	LED Panel SNAP	SNAP-593593-49-840-OW     LED Panel SNAP 593x593 4000K 49W opal weiss		L593 B593 H14 / DA 580x580		4000K	49	4000	80	744	3528		opal	SNAP	weiss	4200	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13502	SNAP-593593-49-860-OW		LED Panel	LED Panel SNAP	SNAP-593593-49-860-OW     LED Panel SNAP 593x593 6000K 49W opal weiss		L593 B593 H14 / DA 580x580		6000K	49	4200	80	744	3528		opal	SNAP	weiss	4200	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13606	SNAP-618618-49-830-OW	*	LED Panel	LED Panel SNAP	SNAP-618618-49-830-OW     LED Panel SNAP 618x618 3000K 49W opal weiss		L618 B618 H14 / DA 605x605		3000K	49	3800	80	744	3528		opal	SNAP	weiss	4500	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13607	SNAP-618618-49-840-OW	*	LED Panel	LED Panel SNAP	SNAP-618618-49-840-OW     LED Panel SNAP 618x618 4000K 49W opal weiss		L618 B618 H14 / DA 605x605		4000K	49	4000	80	744	3528		opal	SNAP	weiss	4500	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13608	SNAP-618618-49-860-OW	*	LED Panel	LED Panel SNAP	SNAP-618618-49-860-OW     LED Panel SNAP 618x618 6000K 49W opal weiss		L618 B618 H14 / DA 605x605		6000K	49	4200	80	744	3528		opal	SNAP	weiss	4500	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13609	SNAP-618618-49-830-MW		LED Panel	LED Panel SNAP	SNAP-618618-49-830-MW     LED Panel SNAP 618x618 3000K 49W microprismatisch weiss		L618 B618 H14 / DA 605x605		3000K	49	3800	80	744	3528		microprismatisch	SNAP	weiss	4500	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13610	SNAP-618618-49-840-MW	*	LED Panel	LED Panel SNAP	SNAP-618618-49-840-MW     LED Panel SNAP 618x618 4000K 49W microprismatisch weiss		L618 B618 H14 / DA 605x605		4000K	49	4000	80	744	3528		microprismatisch	SNAP	weiss	4500	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13611	SNAP-618618-49-860-MW	*	LED Panel	LED Panel SNAP	SNAP-618618-49-860-MW     LED Panel SNAP 618x618 6000K 49W microprismatisch weiss		L618 B618 H14 / DA 605x605		6000K	49	4200	80	744	3528		microprismatisch	SNAP	weiss	4500	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13612	SNAP-6181218-45-830-OW		LED Panel	LED Panel SNAP	SNAP-6181218-45-830-OW     LED Panel SNAP 618x1218 3000K 45W opal weiss		L1218 B618 H14 / DA 1205x605		3000K	45	3200	80	600	3528		opal	SNAP	weiss	9300	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13613	SNAP-6181218-45-840-OW		LED Panel	LED Panel SNAP	SNAP-6181218-45-840-OW     LED Panel SNAP 618x1218 4000K 45W opal weiss		L1218 B618 H14 / DA 1205x605		4000K	45	3200	80	600	3528		opal	SNAP	weiss	9300	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13614	SNAP-6181218-45-860-OW		LED Panel	LED Panel SNAP	SNAP-6181218-45-860-OW     LED Panel SNAP 618x1218 6000K 45W opal weiss		L1218 B618 H14 / DA 1205x605		6000K	45	3600	80	600	3528		opal	SNAP	weiss	9300	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13800	SNAP-818818-60-830-OW		LED Panel	LED Panel SNAP	SNAP-818818-60-830-OW     LED Panel SNAP 818x818 3000K 60W opal weiss		L818 B818 H14 / DA 805x805		3000K	60	3700	80	576	3528		opal	SNAP	weiss	7900	Constant DC 1.4A / 42V / 60W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13801	SNAP-818818-60-840-OW		LED Panel	LED Panel SNAP	SNAP-818818-60-840-OW     LED Panel SNAP 818x818 4000K 60W opal weiss		L818 B818 H14 / DA 805x805		4000K	60	3700	80	576	3528		opal	SNAP	weiss	7900	Constant DC 1.4A / 42V / 60W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
13900	Aufbau-Montagesatz FLAT, 4er Set	*	LED Panel	Zubehör LED Panel	Aufbau-Montagesatz für LED Panel FLAT mit 4 Aluminiumzylindern, Ø 38 mm		H38 Ø30										Aluminium	silber								60 Mon.	
13914	Aufbau-Montagesatz FLAT, 6er Set	*	LED Panel	Zubehör LED Panel	Aufbau-Montagesatz für LED Panel FLAT mit 6 Aluminiumzylindern, Ø 38 mm		H38 Ø30										Aluminium	silber								60 Mon.	
13901	I-Stahlseilabhängung 1500mm, 4er Set	*	LED Panel	Zubehör LED Panel	I-Stahlseilabhängung, stufenlos höhenverstellbar, für LED Panel FLAT 600x600, L1500mm, Set mit 4 Stück		L1500 Ø1,5										Edelstahl	silber								60 Mon.	
13902	Y-Stahlseilabhängung 1500mm, 2er Set	*	LED Panel	Zubehör LED Panel	Y-Stahlseilabhängung, stufenlos höhenverstellbar, für LED Panel FLAT, L1500mm, Set mit 2 Stück		L1500 Ø1,5										Edelstahl	silber								60 Mon.	
13903	SNAP-IN, DS 12,5 mm, 2er Set	*	LED Panel	Zubehör LED Panel	SNAP-IN 12 für LED Panel SNAP, Federeinbausatz für GK-Decken mit 12,5 mm Stärke, Set mit 2 Stück												Edelstahl	silber								60 Mon.	
13904	SNAP-IN, DS 25 mm, 2er Set	*	LED Panel	Zubehör LED Panel	SNAP-IN 25 für LED Panel SNAP, Federeinbausatz für GK-Decken mit 25 mm Stärke, Set mit 2 Stück												Edelstahl	silber								60 Mon.	
13906	SNAP-IN FIO, DS 12,5 mm, 2er Set	*	LED Panel	Zubehör LED Panel	SNAP-IN für FRAME-IN-ONE, 2-fach Federeinbausatz für GK-Decken mit 12,5 mm Stärke, Set mit 2 Stück												Edelstahl	silber								60 Mon.	
13907	SNAP-IN FIO, DS 25 mm, 2er Set	*	LED Panel	Zubehör LED Panel	SNAP-IN für FRAME-IN-ONE, 2-fach Federeinbausatz für GK-Decken mit 25 mm Stärke, Set mit 2 Stück												Edelstahl	silber								60 Mon.	
13909	Transporttasche 618x618	*	LED Panel	Zubehör LED Panel	Transporttasche für LED Panel SNAP 618x618		B640 H640 T20										Polyester 600D	schwarz								60 Mon.	
13910	Transporttasche 1500x300	*	LED Panel	Zubehör LED Panel	Transporttasche für LED Panel FLAT 300x1500												Polyester 600D	schwarz								60 Mon.	
13905	Aufbau-Montagerahmen-Set inkl. SNAP-IN, silber matt, 618x618	*	LED Panel	Zubehör LED Panel	Aufbau-Montagerahmen für Deckenmontage von LED Panel SNAP 618x618, Aluminium, silber matt, inkl 2x SNAP-IN Set		L680 B680 H45(41)										Aluminium	silber matt								60 Mon.	
13912	Aufbau-Montagerahmen-Set inkl. SNAP-IN, weiss, 618x618	*	LED Panel	Zubehör LED Panel	Aufbau-Montagerahmen für Deckenmontage von LED Panel SNAP 618x618, Aluminium, weiss RAL 9003, inkl 2x SNAP-IN Set		L680 B680 H45(41)										Aluminium	weiss								60 Mon.	
13913	Aufbau-Montagerahmen-Set inkl. SNAP-IN, silber matt, 318x318	*	LED Panel	Zubehör LED Panel	Aufbau-Montagerahmen für Deckenmontage von LED Panel SNAP 318x318, Aluminium, silber matt, inkl 1x SNAP-IN Set		L380 B380 H45(41)										Aluminium	silber matt								60 Mon.	
13911	Aufbau-Montagerahmen-Set inkl. SNAP-IN, weiss, 318x318	*	LED Panel	Zubehör LED Panel	Aufbau-Montagerahmen für Deckenmontage von LED Panel SNAP 318x318, Aluminium, weiss RAL 9003, inkl 1x SNAP-IN Set		L380 B380 H45(41)										Aluminium	weiss								60 Mon.	
13915	Aufbau-Montagerahmen-Set inkl. SNAP-IN, silber matt, 198x198	*	LED Panel	Zubehör LED Panel	Aufbau-Montagerahmen für Deckenmontage von LED Panel SNAP 198x198, Aluminium, silber matt, inkl 1x SNAP-IN Set		L280 B280 H45(41)										Aluminium	silber matt								60 Mon.	
13916	Aufbau-Montagerahmen-Set inkl. SNAP-IN, weiss, 198x198	*	LED Panel	Zubehör LED Panel	Aufbau-Montagerahmen für Deckenmontage von LED Panel SNAP 198x198, Aluminium, weiss RAL 9003, inkl 1x SNAP-IN Set		L280 B280 H45(41)										Aluminium	weiss								60 Mon.	
14203	FLAT-300300-20-830-OS	*	LED Panel	LED Panel FLAT	FLAT-300300-20-830-OS     LED Panel FLAT 300x300 3000K 20W opal silber		L295 B295 H14		3000K	20	1450	80	288	3528		opal	FLAT	silber	1050	Constant DC 0.7A / 28V / 20W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14204	FLAT-300300-20-840-OS	*	LED Panel	LED Panel FLAT	FLAT-300300-20-840-OS     LED Panel FLAT 300x300 4000K 20W opal silber		L295 B295 H14		4000K	20	1450	80	288	3528		opal	FLAT	silber	1050	Constant DC 0.7A / 28V / 20W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14205	FLAT-300300-20-860-OS	*	LED Panel	LED Panel FLAT	FLAT-300300-20-860-OS     LED Panel FLAT 300x300 6000K 20W opal silber		L295 B295 H14		6000K	20	1600	80	288	3528		opal	FLAT	silber	1050	Constant DC 0.7A / 28V / 20W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14206	FLAT-300600-26-830-OS		LED Panel	LED Panel FLAT	FLAT-300600-26-830-OS     LED Panel FLAT 300x600 3000K 26W opal silber		L595 B295 H14		3000K	26	2100	80	372	3528		opal	FLAT	silber	2250	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14207	FLAT-300600-26-840-OS		LED Panel	LED Panel FLAT	FLAT-300600-26-840-OS     LED Panel FLAT 300x600 4000K 26W opal silber		L595 B295 H14		4000K	26	2100	80	372	3528		opal	FLAT	silber	2250	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14208	FLAT-300600-26-860-OS		LED Panel	LED Panel FLAT	FLAT-300600-26-860-OS     LED Panel FLAT 300x600 6000K 26W opal silber		L595 B295 H14		6000K	26	2300	80	372	3528		opal	FLAT	silber	2250	Constant DC 0.7A / 36V / 26W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14209	FLAT-3001200-45-830-OS		LED Panel	LED Panel FLAT	FLAT-3001200-45-830-OS     LED Panel FLAT 300x1200 3000K 45W opal silber		L1195 B295 H14		3000K	45	3060	80	600	3528		opal	FLAT	silber	4500	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14210	FLAT-3001200-45-840-OS		LED Panel	LED Panel FLAT	FLAT-3001200-45-840-OS     LED Panel FLAT 300x1200 4000K 45W opal silber		L1195 B295 H14		4000K	45	3060	80	600	3528		opal	FLAT	silber	4500	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14211	FLAT-3001200-45-860-OS		LED Panel	LED Panel FLAT	FLAT-3001200-45-860-OS     LED Panel FLAT 300x1200 6000K 45W opal silber		L1195 B295 H14		6000K	45	3300	80	600	3528		opal	FLAT	silber	4500	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14212	FLAT-3001500-50-830-OS		LED Panel	LED Panel FLAT	FLAT-3001500-50-830-OS     LED Panel FLAT 300x1500 3000K 50W opal silber		L1495 B295 H14		3000K	50		80				opal	FLAT	silber	5650	Constant DC 1.4A / 36V / 50W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14213	FLAT-3001500-50-840-OS		LED Panel	LED Panel FLAT	FLAT-3001500-50-840-OS     LED Panel FLAT 300x1500 4000K 50W opal silber		L1495 B295 H14		4000K	50		80				opal	FLAT	silber	5650	Constant DC 1.4A / 36V / 50W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14214	FLAT-3001500-50-860-OS		LED Panel	LED Panel FLAT	FLAT-3001500-50-860-OS     LED Panel FLAT 300x1500 6000K 50W opal silber		L1495 B295 H14		6000K	50		80				opal	FLAT	silber	5650	Constant DC 1.4A / 36V / 50W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14222	FLAT-DI-3001200-45-840-OW		LED Panel	LED Panel FLAT	FLAT-DI-3001200-45-840-OW     LED Panel FLAT DI 300x1200 4000K 45W opal weiss		L1195 B295 H14		4000K	45	2000/1000	75		3528		opal	FLAT DI	weiss	4450	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14223	FLAT-DI-3001200-45-860-OW		LED Panel	LED Panel FLAT	FLAT-DI-3001200-45-860-OW     LED Panel FLAT DI 300x1200 6000K 45W opal weiss		L1195 B295 H14		6000K	45	2100/1100	75		3528		opal	FLAT DI	weiss	4450	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14300	FLAT-600600-49-830-OS		LED Panel	LED Panel FLAT	FLAT-600600-49-830-OS     LED Panel FLAT 600x600 3000K 49W opal silber		L595 B595 H14		3000K	49	3800	80	740	3528		opal	FLAT	silber	4200	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14301	FLAT-600600-49-840-OS	*	LED Panel	LED Panel FLAT	FLAT-600600-49-840-OS     LED Panel FLAT 600x600 4000K 49W opal silber		L595 B595 H14		4000K	49	4000	80	740	3528		opal	FLAT	silber	4200	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14302	FLAT-600600-49-860-OS	*	LED Panel	LED Panel FLAT	FLAT-600600-49-860-OS     LED Panel FLAT 600x600 6000K 49W opal silber		L595 B595 H14		6000K	49	4200	80	740	3528		opal	FLAT	silber	4200	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14307	FLAT-600600-49-840-MS		LED Panel	LED Panel FLAT	FLAT-600600-49-840-MS     LED Panel FLAT 600x600 4000K 49W microprismatisch silber		L595 B595 H14		4000K	49	4000	80	740	3528		microprismatisch	FLAT	silber	4200	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14308	FLAT-600600-49-860-MS		LED Panel	LED Panel FLAT	FLAT-600600-49-860-MS     LED Panel FLAT 600x600 6000K 49W microprismatisch silber		L595 B595 H14		6000K	49	4200	80	740	3528		microprismatisch	FLAT	silber	4200	Constant DC 1.4A / 36V / 49W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14309	FLAT-6001200-45-830-OS		LED Panel	LED Panel FLAT	FLAT-6001200-45-830-OS     LED Panel FLAT 600x1200 3000K 45W opal silber		L1195 B595 H14		3000K	45	3200	80	600	3528		opal	FLAT	silber	9000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14310	FLAT-6001200-45-840-OS		LED Panel	LED Panel FLAT	FLAT-6001200-45-840-OS     LED Panel FLAT 600x1200 4000K 45W opal silber		L1195 B595 H14		4000K	45	3200	80	600	3528		opal	FLAT	silber	9000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
14311	FLAT-6001200-45-860-OS		LED Panel	LED Panel FLAT	FLAT-6001200-45-860-OS     LED Panel FLAT 600x1200 6000K 45W opal silber		L1195 B595 H14		6000K	45	3600	80	600	3528		opal	FLAT	silber	9000	Constant DC 1.4A / 32V / 45W		IP20	-40° - +40° C			60 Mon.	ENEC pending, CE, RoHS
15000	EL-300-S-27/9		LED Endlostubes	LED Endlostubes 300	EL-300-S-27/9     LED Endlostube 300 2700K 2,4W Ra90 Alu/PC clear		L300 B18,1 H12,6		2700K	2,4	230	90	39	SMD 0,06W	120°	clear	Alu/PC		60							60 Mon.	
15001	EL-300-S-40/8		LED Endlostubes	LED Endlostubes 300	EL-300-S-40/8     LED Endlostube 300 4000K 2,4W Ra80 Alu/PC clear		L300 B18,1 H12,6		4000K	2,4	240	80	39	SMD 0,06W	120°	clear	Alu/PC		60							60 Mon.	
15002	EL-300-S-40/9		LED Endlostubes	LED Endlostubes 300	EL-300-S-40/9     LED Endlostube 300 4000K 2,4W Ra90 Alu/PC clear		L300 B18,1 H12,6		4000K	2,4	230	90	39	SMD 0,06W	120°	clear	Alu/PC		60							60 Mon.	
15003	EL-300-S-60/8		LED Endlostubes	LED Endlostubes 300	EL-300-S-60/8     LED Endlostube 300 6000K 2,4W Ra80 Alu/PC clear		L300 B18,1 H12,6		6000K	2,4	250	80	39	SMD 0,06W	120°	clear	Alu/PC		60							60 Mon.	
15100	EL-380-S-27/9		LED Endlostubes	LED Endlostubes 380	EL-380-S-27/9     LED Endlostube 380 2700K 3W Ra90 Alu/PC clear		L380 B18,1 H12,6		2700K	3	280	90	48	SMD 0,06W	120°	clear	Alu/PC		115							60 Mon.	
15101	EL-380-S-40/8		LED Endlostubes	LED Endlostubes 380	EL-380-S-40/8     LED Endlostube 380 4000K 3W Ra80 Alu/PC clear		L380 B18,1 H12,6		4000K	3	290	80	48	SMD 0,06W	120°	clear	Alu/PC		115							60 Mon.	
15102	EL-380-S-40/9		LED Endlostubes	LED Endlostubes 380	EL-380-S-40/9     LED Endlostube 380 4000K 3W Ra90 Alu/PC clear		L380 B18,1 H12,6		4000K	3	280	90	48	SMD 0,06W	120°	clear	Alu/PC		115							60 Mon.	
